0:  1698.84676379
1:  1920.93904742
2:  409.890782611
3:  447.180076039
4:  300.388099993
5:  616.720097105
6:  781.900538596
7:  636.154267725
8:  3163.30510584
9:  5717.39312685
10:  855.305597148
11:  4524.15151046
12:  351.408522346
13:  434.828996769
14:  787.801371226
15:  4392.73690702
16:  521.484314276
17:  567.830269057
18:  550.726730745
19:  136.393657727
20:  870.318842349
21:  643.686137897
22:  1474.76609593
23:  1612.35958521
